Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Category,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Parallel Universe,Special?,Error Immune,Show Gold,Appears For Parts,Hide Reuseable,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: End Turn,Script: On any equipment use,Script: Before execute,Script: On Snap,Script: On Fury,Script: On any countdown reduce
Hot Table_upgraded,Get a 6[;] but [fire]burn|yourself once each turn,1,if(e.getvar(~reeq~) > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } },Mirror Smash,,,ITEM,RED,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,inflictself(FIRE);,e.animate(~flash~); givedice(6); self.dicepool[self.dicepool.length - 1].x = e.x + 280; self.dicepool[self.dicepool.length - 1].y = e.y + 192; sfx(~jackpot_rolldice~); e.doequipmentaction(self|target|e.castdirection|[]|0.5|false);,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,e.preventdefault = true; e.maintainfury = true;,
Hot Table_downgraded,Get a 5[;] but [fire]burn|yourself twice each turn,1,if(e.getvar(~reeq~) > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } },Mirror Smash,,,ITEM,RED,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,inflictself(FIRE|2);,e.animate(~flash~); givedice(5); self.dicepool[self.dicepool.length - 1].x = e.x + 280; self.dicepool[self.dicepool.length - 1].y = e.y + 192; sfx(~jackpot_rolldice~); e.doequipmentaction(self|target|e.castdirection|[]|0.5|false);,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,e.preventdefault = true; e.maintainfury = true;,
Hot Table_weakened,Get a 5[;] but [fire]burn|yourself once each turn,1,if(e.getvar(~reeq~) > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } },Mirror Smash,,,ITEM,RED,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,inflictself(FIRE);,e.animate(~flash~); givedice(5); self.dicepool[self.dicepool.length - 1].x = e.x + 280; self.dicepool[self.dicepool.length - 1].y = e.y + 192; sfx(~jackpot_rolldice~); e.doequipmentaction(self|target|e.castdirection|[]|0.5|false);,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,e.preventdefault = true; e.maintainfury = true;,
Hunting Knife@large,Do [sword]<d6> damage[;] return this|but with a MAX 2 slot,2,attack(d); trace(getstatusself(FURY)); if(getstatusself(FURY) < 1) { giveequipment(~Hunting Knife@small~|false|false|e); } if(e.getvar(~reeq~) > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } },Steal,MIN5,,WEAPON,RED,change_power,change_power,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,donothing();,
Hunting Knife@small,Do [sword]<d6> damage[;] return this|but with a MIN 5 slot,2,attack(d); trace(getstatusself(FURY)); if(getstatusself(FURY) < 1) { giveequipment(~Hunting Knife@large~|false|false|e); } if(e.getvar(~reeq~) > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } },Steal,MAX2,,WEAPON,RED,change_power,change_power,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,donothing();,
Whisp@F,Do [fire]<d6> damage[;]|inflict [fire]burn on 6[;]|inflict [weaken]weaken on 5,2,var oldx = e.x; if(actualdice.length > 0) { attack(d|FIRE); sfxdamage(target|d); if(d == 6) { inflict(FIRE); sfx(~_fire~|~~|0.2); } if(d == 5) { sfx(~_weaken~|~~|0.2); inflict(WEAKEN); trace(getstatusself(FURY)); if(getstatusself(FURY) < 1) { if(self.getvar(~marshkludge~) == 0) { if(self.getvar(~ncrwispkludge~) == 0) { giveequipment(~Whisp@W~|true|false|e); } else { giveequipment(~Wisper@W~|true|false|e); } } else { giveequipment(~Hamment@S~|true|false|e); } for(eq in self.equipment) { if(eq.y > 720 && eq.name == ~Whisp@W~ && eq.namemodifier == e.namemodifier && !e.getvar(~reeq~) > 0) { eq.x = 9000; eq.doequipmentaction(self|self|e.castdirection|[]|-1|true); break; } } } } } if(e.getvar(~reeq~) > 1) { inflictself(REEQUIPNEXT|e.getvar(~reeq~) - 1); e.resetvar(~reeq~); },Hellfire,NORMAL,,WEAPON,RED,change_power,change_power,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,donothing();,
Whisp@W,Do [weaken]<d6> damage[;]|inflict [weaken]weaken on 6[;]|inflict [fire]burn on 5,2,var oldx = e.x; if(actualdice.length > 0) { attack(d|WEAKEN); sfxdamage(target|d); if(d == 6) { inflict(WEAKEN); sfx(~_weaken~|~~|0.2); } if(d == 5) { sfx(~_fire~|~~|0.2); inflict(FIRE); trace(getstatusself(FURY)); if(getstatusself(FURY) < 1) { if(self.getvar(~marshkludge~) == 0) { if(self.getvar(~ncrwispkludge~) == 0) { giveequipment(~Whisp@F~|true|false|e); } else { giveequipment(~Wisper@V~|true|false|e); } } else { giveequipment(~Hamment@I~|true|false|e); } for(eq in self.equipment) { if(eq.y > 720 && eq.name == ~Whisp@F~ && eq.namemodifier == e.namemodifier && !e.getvar(~reeq~) > 0) { eq.x = 9000; eq.doequipmentaction(self|self|e.castdirection|[]|-1|true); break; } } } } } if(e.getvar(~reeq~) > 1) { inflictself(REEQUIPNEXT|e.getvar(~reeq~) - 1); e.resetvar(~reeq~); },Scream,NORMAL,,WEAPON,ORANGE,change_power,change_power,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,donothing();,
Hamment@I,Do [ice]<d6> damage[;]|inflict [ice]freeze on 6[;]|inflict [shock]shock on 5,2,var oldx = e.x; if(actualdice.length > 0) { attack(d|ICE); sfxdamage(target|d); if(d == 6) { inflict(ICE); sfx(~_ice~|~~|0.2); } if(d == 5) { sfx(~_shock~|~~|0.2); inflict(SHOCK); trace(getstatusself(FURY)); if(getstatusself(FURY) < 1) { if(self.getvar(~marshkludge~) == 0) { giveequipment(~Hamment@S~|true|false|e); } else { if(self.getvar(~ncrwispkludge~) == 0) { giveequipment(~Whisp@W~|true|false|e); } else { giveequipment(~Wisper@W~|true|false|e); } } for(eq in self.equipment) { if(eq.y > 720 && eq.name == ~Hamment@S~ && eq.namemodifier == e.namemodifier && !e.getvar(~reeq~) > 0) { eq.x = 9000; eq.doequipmentaction(self|self|e.castdirection|[]|-1|true); break; } } } } } if(e.getvar(~reeq~) > 1) { inflictself(REEQUIPNEXT|e.getvar(~reeq~) - 1); e.resetvar(~reeq~); },Arctic Storm,NORMAL,,WEAPON,BRIGHTCYAN,change_power,change_power,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,donothing();,
Hamment@S,Do [shock]<d6> damage[;]|inflict [shock]shock on 6[;]|inflict [ice]freeze on 5,2,var oldx = e.x; if(actualdice.length > 0) { attack(d|SHOCK); sfxdamage(target|d); if(d == 6) { inflict(SHOCK); sfx(~_shock~|~~|0.2); } if(d == 5) { sfx(~_ice~|~~|0.2); inflict(ICE); trace(getstatusself(FURY)); if(getstatusself(FURY) < 1) { if(self.getvar(~marshkludge~) == 0) { giveequipment(~Hamment@I~|true|false|e); } else { if(self.getvar(~ncrwispkludge~) == 0) { giveequipment(~Whisp@F~|true|false|e); } else { giveequipment(~Wisper@V~|true|false|e); } } for(eq in self.equipment) { if(eq.y > 720 && eq.name == ~Hamment@I~ && eq.namemodifier == e.namemodifier && !e.getvar(~reeq~) > 0) { eq.x = 9000; eq.doequipmentaction(self|self|e.castdirection|[]|-1|true); break; } } } } } if(e.getvar(~reeq~) > 1) { inflictself(REEQUIPNEXT|e.getvar(~reeq~) - 1); e.resetvar(~reeq~); },Electrify,NORMAL,,WEAPON,YELLOW,change_power,change_power,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,donothing();,
Whisp@F_downgraded,Do [fire]<d6> damage[;]|inflict [fire]burn on 6,2,attack(d|FIRE); if(d == 6) { inflict(FIRE); sfx(~_fire~); } sfxdamage(target|d);,Hellfire,EVEN,,WEAPON,RED,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,donothing();,
Whisp@W_downgraded,Do [weaken]<d6> damage[;]|inflict [weaken]weaken on 6,2,attack(d|WEAKEN); if(d == 6) { inflict(WEAKEN); sfx(~_weaken~); } sfxdamage(target|d);,Scream,EVEN,,WEAPON,ORANGE,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,donothing();,
Hamment@I_downgraded,Do [ice]<d6> damage[;]|inflict [ice]freeze on 6,2,attack(d|ICE); if(d == 6) { inflict(ICE); sfx(~_ice~); } sfxdamage(target|d);,Arctic Storm,EVEN,,WEAPON,BRIGHTCYAN,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,donothing();,
Hamment@S_downgraded,Do [shock]<d6> damage[;]|inflict [shock]shock on 6,2,attack(d|SHOCK); if(d == 6) { inflict(SHOCK); sfx(~_shock~); } sfxdamage(target|d);,Electrify,EVEN,,WEAPON,YELLOW,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,donothing();,
Whisp@F_upgraded,Do [fire]<d6> damage[;]|inflict [fire]burn on 6[;]|inflict [weaken]weaken on 5,2,var oldx = e.x; if(actualdice.length > 1) { attack(d|FIRE); sfxdamage(target|d); if(d == 7) { inflict(FIRE); sfx(~_fire~|~~|0.2); } if(d == 6) { sfx(~_weaken~|~~|0.2); inflict(WEAKEN); trace(getstatusself(FURY)); if(getstatusself(FURY) < 1) { if(self.getvar(~marshkludge~) == 0) { if(self.getvar(~ncrwispkludge~) == 0) { giveequipment(~Whisp@W+~|true|false|e); } else { giveequipment(~Wisper@W+~|true|false|e); } } else { giveequipment(~Hamment@S+~|true|false|e); } for(eq in self.equipment) { if(eq.y > 720 && eq.name == ~Whisp@W~ && eq.namemodifier == e.namemodifier && !e.getvar(~reeq~) > 0) { eq.x = 9000; eq.doequipmentaction(self|self|e.castdirection|[]|-1|true); break; } } } } } if(e.getvar(~reeq~) > 1) { inflictself(REEQUIPNEXT|e.getvar(~reeq~) - 1); e.resetvar(~reeq~); },Hellfire,NORMAL|FREE1,,WEAPON,RED,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,e.resetvar(~reeq~);,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,donothing();,
Whisp@W_upgraded,Do [weaken]<d6> damage[;]|inflict [weaken]weaken on 6[;]|inflict [fire]burn on 5,2,var oldx = e.x; if(actualdice.length > 1) { attack(d|WEAKEN); sfxdamage(target|d); if(d == 7) { inflict(WEAKEN); sfx(~_weaken~|~~|0.2); } if(d == 6) { sfx(~_fire~|~~|0.2); inflict(FIRE); trace(getstatusself(FURY)); if(getstatusself(FURY) < 1) { if(self.getvar(~marshkludge~) == 0) { if(self.getvar(~ncrwispkludge~) == 0) { giveequipment(~Whisp@F+~|true|false|e); } else { giveequipment(~Wisper@V+~|true|false|e); } } else { giveequipment(~Hamment@I+~|true|false|e); } for(eq in self.equipment) { if(eq.y > 720 && eq.name == ~Whisp@F~ && eq.namemodifier == e.namemodifier && !e.getvar(~reeq~) > 0) { eq.x = 9000; eq.doequipmentaction(self|self|e.castdirection|[]|-1|true); break; } } } } } if(e.getvar(~reeq~) > 1) { inflictself(REEQUIPNEXT|e.getvar(~reeq~) - 1); e.resetvar(~reeq~); },Scream,NORMAL|FREE1,,WEAPON,ORANGE,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,e.resetvar(~reeq~);,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,donothing();,
Hamment@I_upgraded,Do [ice]<d6> damage[;]|inflict [ice]freeze on 6[;]|inflict [shock]shock on 5,2,var oldx = e.x; if(actualdice.length > 1) { attack(d|ICE); sfxdamage(target|d); if(d == 7) { inflict(ICE); sfx(~_ice~|~~|0.2); } if(d == 6) { sfx(~_shock~|~~|0.2); inflict(SHOCK); trace(getstatusself(FURY)); if(getstatusself(FURY) < 1) { if(self.getvar(~marshkludge~) == 0) { giveequipment(~Hamment@S+~|true|false|e); } else { if(self.getvar(~ncrwispkludge~) == 0) { giveequipment(~Whisp@W+~|true|false|e); } else { giveequipment(~Wisper@W+~|true|false|e); } } for(eq in self.equipment) { if(eq.y > 720 && eq.name == ~Hamment@S~ && eq.namemodifier == e.namemodifier && !e.getvar(~reeq~) > 0) { eq.x = 9000; eq.doequipmentaction(self|self|e.castdirection|[]|-1|true); break; } } } } } if(e.getvar(~reeq~) > 1) { inflictself(REEQUIPNEXT|e.getvar(~reeq~) - 1); e.resetvar(~reeq~); },Arctic Storm,NORMAL|FREE1,,WEAPON,BRIGHTCYAN,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,e.resetvar(~reeq~);,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,donothing();,
Hamment@S_upgraded,Do [shock]<d6> damage[;]|inflict [shock]shock on 6[;]|inflict [ice]freeze on 5,2,var oldx = e.x; if(actualdice.length > 1) { attack(d|SHOCK); sfxdamage(target|d); if(d == 7) { inflict(SHOCK); sfx(~_shock~|~~|0.2); } if(d == 6) { sfx(~_ice~|~~|0.2); inflict(ICE); trace(getstatusself(FURY)); if(getstatusself(FURY) < 1) { if(self.getvar(~marshkludge~) == 0) { giveequipment(~Hamment@I+~|true|false|e); } else { if(self.getvar(~ncrwispkludge~) == 0) { giveequipment(~Whisp@F+~|true|false|e); } else { giveequipment(~Wisper@V+~|true|false|e); } } for(eq in self.equipment) { if(eq.y > 720 && eq.name == ~Hamment@I~ && eq.namemodifier == e.namemodifier && !e.getvar(~reeq~) > 0) { eq.x = 9000; eq.doequipmentaction(self|self|e.castdirection|[]|-1|true); break; } } } } } if(e.getvar(~reeq~) > 1) { inflictself(REEQUIPNEXT|e.getvar(~reeq~) - 1); e.resetvar(~reeq~); },Electrify,NORMAL|FREE1,,WEAPON,YELLOW,,,,none,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,e.resetvar(~reeq~);,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,donothing();,
Hunting Knife@large_upgraded,Do [sword]<d6> damage[;] return this|but with a MAX 2 slot,1,attack(d); trace(getstatusself(FURY)); if(getstatusself(FURY) < 1) { giveequipment(~Hunting Knife@small+~|false|false|e); } if(e.getvar(~reeq~) > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } },Steal,MIN5,,WEAPON,RED,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,e.resetvar(~reeq~);,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,donothing();,
Hunting Knife@small_upgraded,Do [sword]<d6> damage[;] return this|but with a MIN 5 slot,1,attack(d); trace(getstatusself(FURY)); if(getstatusself(FURY) < 1) { giveequipment(~Hunting Knife@large+~|false|false|e); } if(e.getvar(~reeq~) > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } },Steal,MAX2,,WEAPON,RED,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,e.resetvar(~reeq~);,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,donothing();,
Hunting Knife@large_downgraded,Do [sword]<d6> damage[;] return this|but with a NEEDS 1 slot,2,var oldx = e.x; attack(d); trace(getstatusself(FURY)); if(getstatusself(FURY) < 1) { giveequipment(~Hunting Knife@small~|false|false|e); } for(eq in self.equipment) { if(eq.y < 0 && eq.x == oldx) { eq.downgrade(); } } if(e.getvar(~reeq~) > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } } ,Steal,REQUIRE6,,WEAPON,RED,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,e.resetvar(~reeq~);,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,donothing();,
Hunting Knife@small_downgraded,Do [sword]<d6> damage[;] return this|but with a NEEDS 6 slot,2,var oldx = e.x; attack(d); trace(getstatusself(FURY)); if(getstatusself(FURY) < 1) { giveequipment(~Hunting Knife@large~|false|false|e); } for(eq in self.equipment) { if(eq.y < 0 && eq.x == oldx) { eq.downgrade(); } } if(e.getvar(~reeq~) > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } },Steal,REQUIRE1,,WEAPON,RED,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,e.resetvar(~reeq~);,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,donothing();,
Hunting Knife@large_weakened,Do [sword]<d6> damage[;] return this|but with a NEEDS 1 slot,1,var oldx = e.x; attack(d); trace(getstatusself(FURY)); if(getstatusself(FURY) < 1) { giveequipment(~Hunting Knife@small+~|false|false|e); } for(eq in self.equipment) { if(eq.y < 0 && eq.x == oldx) { eq.downgrade(); } } if(e.getvar(~reeq~) > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } },Steal,REQUIRE6,,WEAPON,RED,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,e.resetvar(~reeq~);,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,donothing();,
Hunting Knife@small_weakened,Do [sword]<d6> damage[;] return this|but with a NEEDS 6 slot,1,var oldx = e.x; attack(d); trace(getstatusself(FURY)); if(getstatusself(FURY) < 1) { giveequipment(~Hunting Knife@large+~|false|false|e); } for(eq in self.equipment) { if(eq.y < 0 && eq.x == oldx) { eq.downgrade(); } } if(e.getvar(~reeq~) > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } },Steal,REQUIRE1,,WEAPON,RED,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,e.resetvar(~reeq~);,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,donothing();,
Octobar_downgraded,Reduce countdowns by 8,1,boostcountdowns(actualdice[0].basevalue); boostcountdowns(actualdice[1].basevalue);,Turbo Boost,NORMAL|NORMAL,8,ITEM,ORANGE,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Metacrowbar_downgraded,Reduce a random countdown|by the last dice inserted,1,var poss = []; for(eq in self.equipment){if(eq.countdown > 0 && eq.ready && eq.availablethisturn){ poss.push(eq) } } if(self.stolencard){if(self.stolencard.countdown > 0 && self.stolencard.ready){poss.push(self.stolencard) } } if(poss.length > 0){ var r = rand(poss); givedice(e.dicehistory[e.dicehistory.length - 1].basevalue); r.assigndice(self.dicepool[self.dicepool.length - 1]); } //of course its not copypasted from rope dart; are you kidding; i removed the semicolons after the brackets and let the skillcard be a valid target and everything. had no idea self.stolencard was a thing though; that might come in handy eventually,Accelerate,COUNTDOWN,12,ITEM,GREEN,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Nail Bar_downgraded,Boost countdowns by <d6>|(You lose [heart]2 hp each turn),1,boostcountdowns(actualdice[1].basevalue); boostcountdowns(actualdice[0].basevalue); //insertion order being swapped from octobar is probably especially janky here; but its consistent darn it!,Turbo Boost,NORMAL|MAX3,,ITEM,RED,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,e.animate(~flashandshake~); pierceattackself(2); sfx(~_damage~);,,,,,,
Octobar_upgraded,Reduce countdowns by 10,1,boostcountdowns(2); boostcountdowns(actualdice[0].basevalue); boostcountdowns(actualdice[1].basevalue);,Turbo Boost,NORMAL|NORMAL,8,ITEM,ORANGE,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Metacrowbar_upgraded,Reduce countdowns by|the last dice inserted,1,boostcountdowns(e.dicehistory[e.dicehistory.length - 1].basevalue);,Accelerate,COUNTDOWN,8,ITEM,GREEN,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Nail Bar_upgraded,Boost countdowns by <d6>|(You lose [heart]4 hp each turn)|,1,boostcountdowns(3); boostcountdowns(actualdice[0].basevalue);,Turbo Boost,NORMAL|FREE3,,ITEM,RED,,,,none,2,YES,NO,NO,NO,NO,NO,NO,NO,,,,,e.animate(~flashandshake~); pierceattackself(4); sfx(~_damage~);,,,,,,
Metacrowbar_weakened,Reduce a random countdown|by the last dice inserted,1,var poss = []; for(eq in self.equipment){if(eq.countdown > 0 && eq.ready && eq.availablethisturn){ poss.push(eq) } } if(self.stolencard){if(self.stolencard.countdown > 0 && self.stolencard.ready){poss.push(self.stolencard) } } if(poss.length > 0){ var r = rand(poss); givedice(e.dicehistory[e.dicehistory.length - 1].basevalue); r.assigndice(self.dicepool[self.dicepool.length - 1]); },Accelerate,COUNTDOWN,12,ITEM,GREEN,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Bone Club,Do [sword]6 damage[;]|50% chance to [curse]Curse,2,attack(6); var odds = 50; if(getstatusself(~luck~) > 0 # getstatusself(~luck+~) > 0){ odds = 100; } if(chance(odds)) { inflict(CURSE); sfx(~_curse~); self.textparticle(~Success!~); },Dramatic Pause,COUNTDOWN,8,WEAPON,PURPLE,change_power,change_power,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Bone Club_upgraded,Do [sword]6 damage[;]|if filled perfectly[;] [curse]Curse,2,attack(6); var sum = 0; for (i in 0...e.dicehistory.length) { sum = sum + e.dicehistory[i].basevalue; } if (sum == e.countdown) { inflict(CURSE); sfx(~_curse~); self.textparticle(~Success!~); } e.dicehistory = [];,Dramatic Pause,COUNTDOWN,8,WEAPON,PURPLE,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Bone Club_downgraded,Do [sword]6 damage[;]|50% chance to [curse]Curse[;] also|50% chance to [curse]Curse you,2,attack(6); var sfxdone = false; var odds = 50; if(getstatusself(~luck~) > 0 # getstatusself(~luck+~) > 0){ odds = 100; } if(chance(odds)) { inflict(CURSE); sfx(~_curse~); sfxdone = true; } odds = 50; if(getstatusself(~luck~) > 0 # getstatusself(~luck+~) > 0){ odds = 0; } if(chance(odds)) { inflictself(CURSE); if(!sfxdone) { sfx(~_curse~); } } ,Dramatic Pause,COUNTDOWN,8,WEAPON,PURPLE,,,,_damage,0,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Table Flip,Reroll dice that aren't <d6>[;]|and return this dice,1,var c = 0; for (mydice in self.dicepool){ if (mydice.available() && mydice.basevalue != d){ mydice.animatereroll(rand([1|2|3|4|5|6])| self.screenposition()| c * 0.05); c++; } } givedice(d);,Rollout,NORMAL,,ITEM,GREEN,change_power,change_power,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Table Flip_downgraded,Reroll dice that aren't <d6>[;]|and return this dice,1,var c = 0; for (mydice in self.dicepool){ if (mydice.available() && mydice.basevalue != d){ mydice.animatereroll(rand([1|2|3|4|5|6])| self.screenposition()| c * 0.05); c++; } } givedice(d);,Rollout,ODD,,ITEM,GREEN,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Table Flip_upgraded,Reroll dice that aren't <d6>[;]|and return this dice|,1,var c = 0; for (mydice in self.dicepool){ if (mydice.available() && mydice.basevalue != d){ mydice.animatereroll(rand([1|2|3|4|5|6])| self.screenposition()| c * 0.05); c++; } } givedice(d);,Rollout,NORMAL,,ITEM,GREEN,,,,none,2,YES,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,
Tragic Entrance,At start of fight[;] lose [heart]5|After fight[;] gain 2 max hp,1,,Still Standing,,,ITEM,PURPLE,,,,none,0,YES,NO,NO,NO,NO,NO,NO,NO,,,self.maxhp +=2; self.hp += 2; ,,if(turn == 1) { e.animate(~flashandshake~); e.changecolour(~GRAY~); pierceattackself(5); sfx(~_curse~); },,,,,,
Panacea,Restore [heal]ALL health[;]|destroy this on use,1,if(e.getvar(~reeq~) > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } } attackself(self.hp - self.maxhp); e.name = ~ncrsaysremoveme~; removeequipment(~ncrsaysremoveme~); ,Healthy Eating,ODD,,ITEM,GREEN,simplify,change_power,,_heal,0,YES,YES,NO,NO,NO,NO,NO,NO,,,,,e.resetvar(~reeq~);,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,,
Panacea_downgraded,Restore [heal]20 health[;]|destroy this on use,1,if(e.getvar(~reeq~) > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { mystat.value = e.getvar(~reeq~); e.resetvar(~reeq~); } } } attackself(-20); e.name = ~ncrsaysremoveme~; removeequipment(~ncrsaysremoveme~); ,Healthy Eating,ODD,,ITEM,GREEN,,,,_heal,0,YES,YES,NO,NO,NO,NO,NO,NO,,,,,e.resetvar(~reeq~);,,,if(self.status.length > 0) { for(mystat in self.status) { if(mystat.type == ~reequipnext~) { e.setvar(~reeq~|mystat.value); mystat.value = 0; } } },,,
