Name,Description,Witch Spell,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Script: On Dodge,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: End Turn,Script: On any equipment use,Script: Before execute,Script: On Snap,Script: On Fury,Script: On any countdown reduce
Dry Lightning_upgraded,Inflict [fire]1 burn per|[shock]1 shock on enemy,,1,inflict(FIRE|getstatus(SHOCK));,Hellfire,COUNTDOWN,12,RED,,,,_fire,0,NO,NO,,,,,,,,,,,,
Dry Lightning_downgraded,Inflict [fire]1 burn per|[shock]2 shock on enemy,,1,var f = getstatus(SHOCK) * 0.5; if (f % 1 != 0) { f = f - 0.5; } inflict(FIRE|f);,Hellfire,COUNTDOWN,18,RED,,,,_fire,0,NO,NO,,,,,,,,,,,,
Dry Lightning_weakened,Inflict [fire]1 burn per|[shock]2 shock on enemy,,1,var f = getstatus(SHOCK) * 0.5; if (f % 1 != 0) { f = f - 0.5; } inflict(FIRE|f);,Hellfire,COUNTDOWN,12,RED,,,,_fire,0,NO,NO,,,,,,,,,,,,
Thundersnow,Inflict [ice]1 freeze per|[shock]1 shock on enemy,,1,inflict(ICE|getstatus(SHOCK));  /*apparently this is a real term that means 'thunder but when it's snowing instead of when it's raining'*/,Arctic Storm,COUNTDOWN,18,BRIGHTCYAN,change_power,change_function,,_ice,0,NO,NO,,,,,,,,,,,,
Thundersnow_upgraded,Inflict [ice]1 freeze per|[shock]1 shock on enemy,,1,inflict(ICE|getstatus(SHOCK));,Arctic Storm,COUNTDOWN,12,BRIGHTCYAN,,,,_ice,0,NO,NO,,,,,,,,,,,,
Thundersnow_downgraded,Inflict [ice]1 freeze per|[shock]2 shock on enemy,,1,var f = getstatus(SHOCK) * 0.5; if (f % 1 != 0) { f = f - 0.5; } inflict(ICE|f);,Arctic Storm,COUNTDOWN,18,BRIGHTCYAN,,,,_ice,0,NO,NO,,,,,,,,,,,,
Thundersnow_weakened,Inflict [ice]1 freeze per|[shock]2 shock on enemy,,1,var f = getstatus(SHOCK) * 0.5; if (f % 1 != 0) { f = f - 0.5; } inflict(ICE|f);,Arctic Storm,COUNTDOWN,12,BRIGHTCYAN,,,,_ice,0,NO,NO,,,,,,,,,,,,
Coil,Inflict [shock]<d6> shock,,2,inflict(SHOCK|d); /* would do a joke about that ai dril twitter account for shock version of dril; but dril doesn't actually appear anywhere in ncrmod since it's special and excluded from all generators! what a surprise */,Jackhammer,MAX3,,YELLOW,change_power,change_function,,_shock,0,NO,NO,,,,,,,,,,,,
Coil_downgraded,Do [shock]<d6> damage,,2,attack(d|SHOCK);,Jackhammer,MAX3,,YELLOW,,,,_shock,0,NO,NO,,,,,,,,,,,,
Coil_upgraded,Do [shock]<d6> damage[;] then|inflict [shock]<d6> shock,,2,attack(d|SHOCK); inflict(SHOCK|d);,Jackhammer,MAX3,,YELLOW,,,,_shock,0,NO,NO,,,,,,,,,,,,
Clockwork,Inflict [vanish]1 vanish per|[shock]1 shock on enemy,,1,inflict(~ncr_vanish~|getstatus(SHOCK));,Strobe Light,COUNTDOWN,18,PINK,change_power,change_function,,_vanish,0,NO,NO,,,,,,,,,,,,
Clockwork_upgraded,Inflict [vanish]1 vanish per|[shock]1 shock on enemy,,1,inflict(~ncr_vanish~|getstatus(SHOCK));,Strobe Light,COUNTDOWN,12,PINK,,,,_vanish,0,NO,NO,,,,,,,,,,,,
Clockwork_downgraded,Inflict [vanish]1 vanish per|[shock]2 shock on enemy,,1,var f = getstatus(SHOCK) * 0.5; if (f % 1 != 0) { f = f - 0.5; } inflict(~ncr_vanish~|f); /*the f is still for france?*/,Strobe Light,COUNTDOWN,18,PINK,,,,_vanish,0,NO,NO,,,,,,,,,,,,
Clockwork_weakened,Inflict [vanish]1 vanish per|[shock]2 shock on enemy,,1,var f = getstatus(SHOCK) * 0.5; if (f % 1 != 0) { f = f - 0.5; } inflict(~ncr_vanish~|f);,Strobe Light,COUNTDOWN,12,PINK,,,,_vanish,0,NO,NO,,,,,,,,,,,,
Jacob's Ladder,Do [shock]<d6> damage[;] if below 3[;]|inflict [shock]<d6> shock instead,,2,if(d > 2) { attack(d); sfxdamage(target|d); } else { inflict(SHOCK|d); sfx(~_shock~); },Electrify,NORMAL,,YELLOW,change_power,change_power,,none,0,NO,NO,,,,,,,,,,,,
Jacob's Ladder_upgraded,Do [shock]<d6> damage[;] if below 3[;]|also inflict [shock]<d6> shock,,2,attack(d); sfxdamage(target|d); if(d <= 2) { inflict(SHOCK|d); sfx(~_shock~); },Electrify,NORMAL,,YELLOW,,,,none,0,NO,NO,,,,,,,,,,,,
Jacob's Ladder_downgraded,Do [shock]<d6> damage,,2,attack(d); sfxdamage(target|d);,Electrify,MIN3,,YELLOW,,,,none,0,NO,NO,,,,,,,,,,,,
Shock Therapy,Next turn: get [shock]2 shock[;]|but recover [heal]<d6> health,1,1,jinx(~Shock Therapy~|~ get [shock]2 shock[;] heal [heal]%VAR%~|~ get [shock]2 shock[;] heal [heal]%VAR%~|~inflict(\~shock\~|2); sfx(\~_heal\~); attack(-%VAR%); if(self.dicepool.length > 0) { self.applyequipmentcurses(); }~|self|self|1|d);,Trinity,NORMAL|FREE1,,YELLOW,change_power,change_function,,_thinghappens,0,YES,NO,,,,,,,,,,,,
Shock Therapy_upgraded,Next turn: get [shock]1 shock[;]|but recover [heal]<d6> health,,1,jinx(~Shock Therapy~|~ get [shock]1 shock[;] heal [heal]%VAR%~|~ get [shock]1 shock[;] heal [heal]%VAR%~|~inflict(\~shock\~|1); sfx(\~_heal\~); attack(-%VAR%); if(self.dicepool.length > 0) { self.applyequipmentcurses(); }~|self|self|1|d);,Trinity,NORMAL|FREE1,,YELLOW,,,,_thinghappens,0,YES,NO,,,,,,,,,,,,
Shock Therapy_downgraded,Next turn: get [shock]2 shock[;]|but recover [heal]<d6> health,,1,jinx(~Shock Therapy~|~ get [shock]2 shock[;] heal [heal]%VAR%~|~ get [shock]2 shock[;] heal [heal]%VAR%~|~inflict(\~shock\~|2); sfx(\~_heal\~); attack(-%VAR%); if(self.dicepool.length > 0) { self.applyequipmentcurses(); }~|self|self|1|d);,Trinity,MAX4|FREE1,,YELLOW,,,,_thinghappens,0,YES,NO,,,,,,,,,,,,
999,On start turn[;]|everyone heals [heal]6,,1,/*maybe redundant to charity? idk. there was a discussion in the dicecord about what if there was a mod that was all just themed equipment based on the names of random dicecord members. there's this nice guy who goes by scp-999 for some reason so this is like a shoutout to them*/,Embrace,,,ORANGE,change_power,noeffect,,none,0,NO,NO,,,,,,sfx(~_heal~); attack(-6); attackself(-6); e.animate(~flashandshake~);,,,,,,
999_upgraded,Heal everyone by [heal]6[;]|return the dice,,1,attack(-6); attackself(-6); givedice(d); /*might not be thematic for 999's upgrade to be something that makes it heal *less* often? didn't want to make it apply more to you than the enemy; though; because that would be even less thematic*/,Embrace,NORMAL,,ORANGE,,,,_heal,0,NO,NO,,,,,,,,,,,,
Security Hole,Error an enemy equipment|(only shows on error),,1,inflict(~ncr_error~);,Boltzmann Brain,COUNTDOWN,12,GRAY,change_power,change_power,,roboterror,0,NO,NO,errorimmune|robotonly,,,,e.availablethisturn = false; e.unavailabletext = e.displayname; e.unavailabledetails = [~This card is only usable when~|~you exceed your max CPU.~];,,,if (self.roll_total >= self.roll_target && self.roll_jackpot <= 0 && e.availablethisturn == false) { e.availablethisturn = true; e.animate(~flashandshake~); },,,,
Security Hole_upgraded,Error an enemy equipment|(only shows on error),,1,inflict(~ncr_error~);,Boltzmann Brain,COUNTDOWN,8,GRAY,,,,roboterror,0,NO,NO,errorimmune|robotonly,,,,e.availablethisturn = false; e.unavailabletext = e.displayname; e.unavailabledetails = [~This card is only usable when~|~you exceed your max CPU.~];,,,if (self.roll_total >= self.roll_target && self.roll_jackpot <= 0 && e.availablethisturn == false) { e.availablethisturn = true; e.animate(~flashandshake~); },,,,
Security Hole_downgraded,Lock an enemy dice|(only shows on error),,1,inflict(LOCK);,Boltzmann Brain,COUNTDOWN,12,GRAY,,,,_lock,0,NO,NO,errorimmune|robotonly,,,,e.availablethisturn = false; e.unavailabletext = e.displayname; e.unavailabledetails = [~This card is only usable when~|~you exceed your max CPU.~];,,,if (self.roll_total >= self.roll_target && self.roll_jackpot <= 0 && e.availablethisturn == false) { e.availablethisturn = true; e.animate(~flashandshake~); },,,,
Security Hole_weakened,Lock an enemy dice|(only shows on error),,1,inflict(LOCK);,Boltzmann Brain,COUNTDOWN,8,GRAY,,,,_lock,0,NO,NO,errorimmune|robotonly,,,,e.availablethisturn = false; e.unavailabletext = e.displayname; e.unavailabledetails = [~This card is only usable when~|~you exceed your max CPU.~];,,,if (self.roll_total >= self.roll_target && self.roll_jackpot <= 0 && e.availablethisturn == false) { e.availablethisturn = true; e.animate(~flashandshake~); },,,,
Combatfeit,Duplicate a dice,,2,givedice([d| d]);,Clone Device,NORMAL,,GRAY,,,,none,0,YES,NO,skillcard|cannotsteal,,,,,,,,,,,
Megapick,Split all dice above <slotdoubles>,1,1,var dicelist = []; for (mydice in self.dicepool){ if (mydice.available() && mydice.basevalue > d){ dicelist.push(mydice); } } if(dicelist.length > 0) { for(mydice in dicelist) { mydice.removedice(self.screenposition()); givedice(split(mydice.basevalue)); } } else { self.textparticle(~No effect!~); ],Razor Blade,DOUBLES|DOUBLES,,GREEN,change_power,change_power,,none,0,YES,NO,,,,,,,,,,,,
Megapick_downgraded,Split both dice,,1,givedice(split(d).concat(split(d))|~splitdice~);,Razor Blade,DOUBLES|DOUBLES,,GREEN,,,,none,0,YES,NO,,,,,,,,,,,,
Megapick_upgraded,Split all dice above <slotdoubles>[;]|return a dice,,1,var dicelist = []; for (mydice in self.dicepool){ if (mydice.available() && mydice.basevalue > d){ dicelist.push(mydice); } } if(dicelist.length > 0) { for(mydice in dicelist) { mydice.removedice(self.screenposition()); givedice(split(mydice.basevalue)); } } else { self.textparticle(~No effect!~); ] givedice(d);,Razor Blade,DOUBLES|DOUBLES,,GREEN,,,,none,0,YES,NO,,,,,,,,,,,,
Magic Cyanide,Do [sword]2 damage. If above 4[;]|inflict [poison]2 poison instead,1,1,if(d <= 4) { attack(2); sfxdamage(target|2); } else { inflict(POISON|2); sfx(~_poison~); },Anthrax,MIN3,,PURPLE,change_power,change_power,,none,0,NO,NO,,,,,,,,,,,,
Magic Cyanide_upgraded,Do [sword]2 damage. If above 4[;]|inflict [poison]2 poison instead|,,1,if(d <= 4) { attack(2); sfxdamage(target|2); } else { inflict(POISON|2); sfx(~_poison~); },Anthrax,MIN3,,PURPLE,,,,none,2,NO,NO,,,,,,,,,,,,
Magic Cyanide_downgraded,Do [sword]2 damage,,1,attack(2);,Anthrax,RANGE34,,PURPLE,,,,none,0,NO,NO,,,,,,,,,,,,
Murk,Roll a new [blind]blind dice|,1,1,givedice(); self.dicepool[self.dicepool.length - 1].blind = true; self.symbolparticle(~blind~); sfx(~_blind~);,Random Roll,NORMAL,,GRAY,change_power,removereusable,,none,4,YES,NO,,,,,,,,,,,,
Murk_upgraded,Roll 4 new [blind]blind dice,,1,givedice([rand([1|2|3|4|5|6])|rand([1|2|3|4|5|6])|rand([1|2|3|4|5|6])|rand([1|2|3|4|5|6])]); for(i in 1...5) { if(self.dicepool[self.dicepool.length - i] != null) { self.dicepool[self.dicepool.length - i].blind = true; } } self.symbolparticle(~blind~); sfx(~_blind~);,Random Roll,NORMAL,,GRAY,,,,none,0,YES,NO,,,,,,,,,,,,
Snatch,Do [sword]<d6> damage[;]|on 3[;] borrow equipment,,2,attack(d); sfxdamage(target|d); if(!simulation && d == 3){ if(target != null) { var enemyequipment = []; for (eq in target.equipment){ if(!eq.hastag(~cannotsteal~) && eq.skillcard == ~~ && eq.availablenextturn){ enemyequipment.push(eq); } } if(enemyequipment.length > 0){ var randomequipment = rand(enemyequipment); randomequipment.availablenextturn = false; randomequipment.unavailabletext = ~Snatched!~; var stealphrases = [[~Think of it this way:~|~sharing is fun!~]|[~Mind if I borrow this?~]|[~That ~ + randomequipment.name + ~ looks~|~an awful lot like mine.~]|[~I.O.U. 1 ~ + randomequipment.name]|[~It's not your property[;]~|~it's the show's property!~]|[~I'll take this off your~|~hands for a stick of gum.~]]; if(self.name == ~Thief~) { stealphrases.push([~I'm a thief!~|~It's what I do.~]); stealphrases.push([~What's yours is mine[;] and~|~what's mine is also mine.~]); } randomequipment.unavailabledetails = rand(stealphrases).concat([~Signed[;] {enemyname}~]); sfx(~_thinghappens~); giveequipment(randomequipment.name + randomequipment.namemodifier); }}} else { if(d == 3) bonus(1000); },Reversal,MAX3,,PURPLE,change_power,change_power,,none,0,NO,NO,,,,,,,,,delay(1.0);,,e.preventdefault = true; e.maintainfury = true;,
Snatch_upgraded,Do [sword]<d6> damage[;]|on 4[;] borrow equipment,,2,attack(d); sfxdamage(target|d); if(!simulation && d == 4){ if(target != null) { var enemyequipment = []; for (eq in target.equipment){ if(!eq.hastag(~cannotsteal~) && eq.skillcard == ~~ && eq.availablenextturn){ enemyequipment.push(eq); } } if(enemyequipment.length > 0){ var randomequipment = rand(enemyequipment); randomequipment.availablenextturn = false; randomequipment.unavailabletext = ~Snatched!~; var stealphrases = [[~Think of it this way:~|~sharing is fun!~]|[~Mind if I borrow this?~]|[~That ~ + randomequipment.name + ~ looks~|~an awful lot like mine.~]|[~I.O.U. 1 ~ + randomequipment.name]|[~It's not your property[;]~|~it's the show's property!~]|[~I'll take this off your~|~hands for a stick of gum.~]]; if(self.name == ~Thief~) { stealphrases.push([~I'm a thief!~|~It's what I do.~]); stealphrases.push([~What's yours is mine[;] and~|~what's mine is also mine.~]); } randomequipment.unavailabledetails = rand(stealphrases).concat([~Signed[;] {enemyname}~]); sfx(~_thinghappens~); giveequipment(randomequipment.name + randomequipment.namemodifier); }}} else { if(d == 4) bonus(1000); },Reversal,MAX4,,PURPLE,,,,none,0,NO,NO,,,,,,,,,delay(1.0);,,e.preventdefault = true; e.maintainfury = true;,
Snatch_downgraded,Borrow equipment|until next turn,,2,if(!simulation && d == 3){ if(target != null) { var enemyequipment = []; for (eq in target.equipment){ if(!eq.hastag(~cannotsteal~) && eq.skillcard == ~~ && eq.availablenextturn){ enemyequipment.push(eq); } } if(enemyequipment.length > 0){ var randomequipment = rand(enemyequipment); randomequipment.availablenextturn = false; randomequipment.unavailabletext = ~Snatched!~; var stealphrases = [[~Think of it this way:~|~sharing is fun!~]|[~Mind if I borrow this?~]|[~That ~ + randomequipment.name + ~ looks~|~an awful lot like mine.~]|[~I.O.U. 1 ~ + randomequipment.name]|[~It's not your property[;]~|~it's the show's property!~]|[~I'll take this off your~|~hands for a stick of gum.~]]; if(self.name == ~Thief~) { stealphrases.push([~I'm a thief!~|~It's what I do.~]); stealphrases.push([~What's yours is mine[;] and~|~what's mine is also mine.~]); } randomequipment.unavailabledetails = rand(stealphrases).concat([~Signed[;] {enemyname}~]); sfx(~_thinghappens~); giveequipment(randomequipment.name + randomequipment.namemodifier); }}} else { if(d == 3) bonus(1000); },Reversal,REQUIRE3,,PURPLE,,,,none,0,NO,NO,,,,,,,,,delay(1.0);,,e.preventdefault = true; e.maintainfury = true;,
Oingo Boingo Rageblade,Do [sword]2x<slotdoubles> damage[;]|on double 6[;] gain [fury]Fury|[80%][gray]''oingo boingo rageblade''[],,2,attack(d * 2); sfxdamage(target|d * 2); if(actualdice[0] != null && actualdice[0].basevalue == 6 && actualdice[1] != null && actualdice[1].basevalue == 6) { inflictself(FURY); sfx(~_fury~); },Fury,DOUBLES|DOUBLES,,RED,change_power,change_power,,none,,,,excludefromrandomlists,,,,,,,,,,if(actualdice[0] != null && actualdice[0].basevalue == 6 && actualdice[1] != null && actualdice[1].basevalue == 6) { e.preventdefault = true; e.maintainfury = true; },
Oingo Boingo Rageblade_upgraded,Do [sword]2x<slotdoubles> damage[;]|on double 4 or 6[;] gain [fury]Fury|[80%][gray]''oingo boingo rageblade''[],,2,attack(d * 2); sfxdamage(target|d * 2); if((actualdice[0] != null && actualdice[0].basevalue == 6 && actualdice[1] != null && actualdice[1].basevalue == 6) # (actualdice[0] != null && actualdice[0].basevalue == 4 && actualdice[1] != null && actualdice[1].basevalue == 4)) { inflictself(FURY); sfx(~_fury~); } /*double 4 was actually a typo; i meant double 5. then i decided 4 is cooler and we need more 4s*/,Fury,DOUBLES|DOUBLES,,RED,,,,none,,,,excludefromrandomlists,,,,,,,,,,if((actualdice[0] != null && actualdice[0].basevalue == 6 && actualdice[1] != null && actualdice[1].basevalue == 6) # (actualdice[0] != null && actualdice[0].basevalue == 4 && actualdice[1] != null && actualdice[1].basevalue == 4)) { e.preventdefault = true; e.maintainfury = true; },
Oingo Boingo Rageblade_downgraded,Do [sword]12 damage[;] gain [fury]Fury|[80%][gray]''oingo boingo rageblade''[],,2,attack(12); sfxdamage(target|12); inflictself(FURY); sfx(~_fury~);,Fury,REQUIRE6|REQUIRE6,,RED,,,,none,,,,excludefromrandomlists,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Starter,Set dice range to|1[;] 2[;] 3[;] 4[;] 5[;] 6|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } /*cursed*/ Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Halftone,Set dice range to|1[;] 1[;] 1[;] 6[;] 6[;] 6|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
San Fransisco,Set dice range to|3[;] 3[;] 3[;] 4[;] 4[;] 4|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Cerulean,Set dice range to|1[;] 1[;] 4[;] 5[;] 5[;] 5|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Havana,Set dice range to|1[;] 2[;] 3[;] 5[;] 5[;] 5|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Beauty,Set dice range to|1[;] 2[;] 3[;] 3[;] 6[;] 6|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Lucky Lou,Set dice range to|2[;] 2[;] 3[;] 3[;] 5[;] 6|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Valley Girl,Set dice range to|1[;] 1[;] 3[;] 5[;] 5[;] 6|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Freedom,Set dice range to|2[;] 3[;] 3[;] 4[;] 4[;] 5|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Montreal,Set dice range to|1[;] 1[;] 2[;] 5[;] 6[;] 6|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Celery,Set dice range to|1[;] 3[;] 3[;] 3[;] 5[;] 6|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Trefoil,Set dice range to|2[;] 3[;] 3[;] 3[;] 5[;] 5|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Jackpot@platonicdice,Set dice range to|2[;] 3[;] 3[;] 3[;] 4[;] 6|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]Jackpot[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Gold Dust,Set dice range to|1[;] 3[;] 3[;] 4[;] 4[;] 6|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Serenity,Set dice range to|3[;] 3[;] 3[;] 3[;] 3[;] 6|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
Rocket,Set dice range to|2[;] 2[;] 3[;] 4[;] 4[;] 6|then remove this,,1,,N/A,,,GRAY,,,,none,,,,excludefromrandomlists,,var dicerange = e.fulldescription.split(~#~.substr(0|1))[1].split(~[~ + ~;] ~); for(num in dicerange) { num -= 0; } Rules.playerdicerange(dicerange); if(Rules.overworldbutton_name == ~Dice~) { Rules.rulescreen_text[3] = ~[yellow]~ + e.name + ~[] (~ + dicerange[0] + ~[;] ~ + dicerange[1] + ~[;] ~ + dicerange[2] + ~[;] ~ + dicerange[3] + ~[;] ~ + dicerange[4] + ~[;] ~ + dicerange[5] + ~)~; removeequipment(e.name); },,,,,,,,,
