Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: On Dodge,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: End Turn,Script: On any equipment use,Script: Before execute,Script: On Snap,Script: On Fury,Script: On any countdown reduce
Halligan Bar_deckupgrade,Do [sword]<d6> damage. On even[;]|reduce countdowns by 3,2,attack(d); if(d % 2 == 0) boostcountdowns(3);,Turbo Boost,NORMAL,,GREEN,,,,_damage,0,NO,NO,,,,,,,,,,,,,
Hush,[silence]Silence enemy|[gray](once per battle),1,inflict(~ncr_silence~); bonus(1000);,Confiscate,EVEN,,BRIGHTCYAN,change_power,complicate,,_silence,0,NO,YES,,,,,,,,,,,,,
Hush_upgraded,[silence]Silence enemy[;]|return the dice|[gray](once per battle),1,inflict(~ncr_silence~); givedice(d); bonus(1000);,Confiscate,EVEN,,BRIGHTCYAN,,,,_silence,0,NO,YES,,,,,,,,,,,,,
Smart Spike,Do [sword]<d6> damage. At half|HP or lower[;] [shield]<d6> instead,1,if(self.hp <= (self.maxhp / 2)) { inflictself(SHIELD|d); sfx(~_shield~); } else { attack(d); sfxdamage(target|d); },Neutron Star,MAX5,,RED,change_power,complicate,,none,0,NO,NO,,1,,,,,,,,if(self.hp <= (self.maxhp / 2)) { e.castdirection = -1; } else { e.castdirection = 1; },,,
Smart Spike_upgraded,Do [sword]<d6> dmg. At half|HP or less[;] [shield]<d6> instead,1,if(self.hp <= (self.maxhp / 2)) { inflictself(SHIELD|d); sfx(~_shield~); } else { attack(d); sfxdamage(target|d); },Neutron Star,NORMAL|FREE1,,RED,,,,none,0,NO,NO,,,,,,,,,,if(self.hp <= (self.maxhp / 2)) { e.castdirection = -1; } else { e.castdirection = 1; },,,
Technology 2,Do [sword]<d6> dmg. Permanent|+1 to slot max or free dice|every two turns,2,attack(d); self.textparticle(~todo lol~);,,,,,,,,none,,,,excludefromrandomlists|unfinished,,,,,,,,,,,,
Schlock,Inflict [shock]shock|and [lock]lock,2,inflict(SHOCK); inflict(LOCK); sfx(~_shock~); sfx(~_lock~|~~|0.1);,Copyright Strike,REQUIRE6,,YELLOW,increaserange,change_power,,none,0,NO,NO,,,,,,,,,,,,,
Schlock_downgraded,Inflict [shock]shock|or [lock]lock,2,chance(50) ? { inflict(SHOCK); sfx(~_shock~); } : { inflict(LOCK); sfx(~_lock~); },Copyright Strike,REQUIRE6,,YELLOW,,,,none,0,NO,NO,,,,,,,,,,,,,
Wail Bat,Do [sword]<d6> damage|(get [silence]Silenced each turn),2,attack(d); sfxdamage(target|d);,Confiscate,NORMAL|FREE3,,PURPLE,reducesize,change_power,,none,0,NO,NO,cannotsteal|excludefromrandomlists,,,,,var s = new elements.Skill(~Against all odds_old~); s.script = ~inflict(SILENCE);~; s.execute(target|self);,,,,,,,
Wail Bat_downgraded,Do [sword]<d6> damage|(get [silence]Silenced each turn),2,attack(d); sfxdamage(target|d);,Confiscate,NORMAL|FREE1,,PURPLE,,,,none,0,NO,NO,cannotsteal|excludefromrandomlists,,,,,var s = new elements.Skill(~Against all odds_old~); s.script = ~inflict(SILENCE);~; s.execute(target|self);,,,,,,,
Wail Bat_weakened,Do [sword]<d6> damage|(get [silence]Silenced each turn),1,attack(d); sfxdamage(target|d);,Confiscate,NORMAL|FREE1,,PURPLE,,,,none,0,NO,NO,cannotsteal|excludefromrandomlists,,,,,var s = new elements.Skill(~Against all odds_old~); s.script = ~inflict(SILENCE);~; s.execute(target|self);,,,,,,,
Hail Bat,Do [sword]<d6> damage|(get [ice]2 freeze each turn),2,attack(d); sfxdamage(target|d);,Arctic Storm,NORMAL|FREE3,,BRIGHTCYAN,reducesize,change_power,,none,0,NO,NO,,,,,,,var iceisalt = false; var dummyfighter = new elements.Fighter(~Wisp~); dummyfighter.addstatus(~ice~|1); trace(dummyfighter.status.length); if(dummyfighter.status.length > 0) { for(stat in dummyfighter.status) { if(stat.type == ~alternate_ice~) { iceisalt = true; } } } inflictself(ICE|2); var inflictwhat = iceisalt ? ~alternate_ice~ : ~ice~; if(inflictwhat == ~ice~) { var dicelist = []; for(mydice in self.dicepool) { if(mydice.available() && mydice.burn != true && mydice.alternateburn != true) { dicelist.push(mydice); } } if(dicelist.length > 0) { dicelist.sort(function(a|b) return -1 * (a.basevalue - b.basevalue)); dicelist[0].animate(~ice~); } if(dicelist.length > 1) { dicelist[1].animate(~ice~|0.2); } } if(inflictwhat == ~alternate_ice~) { for(mydice in self.dicepool) { if(mydice.available() && mydice.burn != true && mydice.alternateburn != true) { mydice.animate(~alternate_ice~); mydice.animate(~alternate_ice~|0.2); } } } if(self.status.length > 0) { for(stat in self.status) { if(stat.type == inflictwhat) { stat.value -= 2; } } },,,,,,
Fuel Bat,Do [sword]<d6> damage|(get [fire]2 burn each turn),2,attack(d); sfxdamage(target|d);,Heat Ray,NORMAL|FREE3,,RED,reducesize,change_power,,none,0,NO,NO,,,,,,,var fireisalt = false; var dummyfighter = new elements.Fighter(~Wisp~); dummyfighter.addstatus(~fire~|1); trace(dummyfighter.status.length); if(dummyfighter.status.length > 0) { for(stat in dummyfighter.status) { if(stat.type == ~alternate_fire~) { fireisalt = true; } } } inflictself(FIRE|2); var inflictwhat = fireisalt ? ~alternate_fire~ : ~fire~; var dicelist = []; if(self.dicepool.length > 0) { for(mydice in self.dicepool) { if(mydice.available() && mydice.burn != true && mydice.alternateburn != true) { dicelist.push(mydice); } } if(dicelist.length > 0) { dicelist[0].animate(inflictwhat); } if(dicelist.length > 1) { dicelist[1].animate(inflictwhat|0.2); } } e.animate(~flashandshake~); if(self.status.length > 0) { for(stat in self.status) { if(stat.type == inflictwhat) { stat.value -= 2; } } },,,,,,
Katsuhiro Bat,Do [sword]<d6> damage|(get [vanish]2 vanish each turn)|[80%][gray]''A nice card for cute children''[],2,attack(d); sfxdamage(target|d);,Strobe Light,NORMAL|FREE3,,PINK,reducesize,change_power,,none,0,NO,NO,,,,,,,inflictself(~ncr_vanish~|2); e.animate(~flashandshake~);,,,,,,
Katsuhiro Bat_downgraded,Do [sword]<d6> damage|(get [vanish]2 vanish each turn)|[80%][gray]''A nice card for cute children''[],2,attack(d); sfxdamage(target|d);,Strobe Light,NORMAL|FREE1,,PINK,,,,none,0,NO,NO,,,,,,,inflictself(~ncr_vanish~|2); e.animate(~flashandshake~);,,,,,,
Katsuhiro Bat_weakened,Do [sword]<d6> damage|(get [vanish]2 vanish each turn)|[80%][gray]''A nice card for cute children''[],1,attack(d); sfxdamage(target|d);,Strobe Light,NORMAL|FREE1,,PINK,,,,none,0,NO,NO,,,,,,,inflictself(~ncr_vanish~|2); e.animate(~flashandshake~);,,,,,,
Hail Bat_downgraded,Do [sword]<d6> damage|(get [ice]2 freeze each turn),2,attack(d); sfxdamage(target|d);,Arctic Storm,NORMAL|FREE1,,BRIGHTCYAN,,,,none,0,NO,NO,,,,,,,var iceisalt = false; var dummyfighter = new elements.Fighter(~Wisp~); dummyfighter.addstatus(~ice~|1); trace(dummyfighter.status.length); if(dummyfighter.status.length > 0) { for(stat in dummyfighter.status) { if(stat.type == ~alternate_ice~) { iceisalt = true; } } } inflictself(ICE|2); var inflictwhat = iceisalt ? ~alternate_ice~ : ~ice~; if(inflictwhat == ~ice~) { var dicelist = []; for(mydice in self.dicepool) { if(mydice.available() && mydice.burn != true && mydice.alternateburn != true) { dicelist.push(mydice); } } if(dicelist.length > 0) { dicelist.sort(function(a|b) return -1 * (a.basevalue - b.basevalue)); dicelist[0].animate(~ice~); } if(dicelist.length > 1) { dicelist[1].animate(~ice~|0.2); } } if(inflictwhat == ~alternate_ice~) { for(mydice in self.dicepool) { if(mydice.available() && mydice.burn != true && mydice.alternateburn != true) { mydice.animate(~alternate_ice~); mydice.animate(~alternate_ice~|0.2); } } } if(self.status.length > 0) { for(stat in self.status) { if(stat.type == inflictwhat) { stat.value -= 2; } } },,,,,,
Fuel Bat_downgraded,Do [sword]<d6> damage|(get [fire]2 burn each turn),2,attack(d); sfxdamage(target|d);,Heat Ray,NORMAL|FREE1,,RED,,,,none,0,NO,NO,,,,,,,var fireisalt = false; var dummyfighter = new elements.Fighter(~Wisp~); dummyfighter.addstatus(~fire~|1); trace(dummyfighter.status.length); if(dummyfighter.status.length > 0) { for(stat in dummyfighter.status) { if(stat.type == ~alternate_fire~) { fireisalt = true; } } } inflictself(FIRE|2); var inflictwhat = fireisalt ? ~alternate_fire~ : ~fire~; var dicelist = []; if(self.dicepool.length > 0) { for(mydice in self.dicepool) { if(mydice.available() && mydice.burn != true && mydice.alternateburn != true) { dicelist.push(mydice); } } if(dicelist.length > 0) { dicelist[0].animate(inflictwhat); } if(dicelist.length > 1) { dicelist[1].animate(inflictwhat|0.2); } } e.animate(~flashandshake~); if(self.status.length > 0) { for(stat in self.status) { if(stat.type == inflictwhat) { stat.value -= 2; } } },,,,,,
Hail Bat_weakened,Do [sword]<d6> damage|(get [ice]2 freeze each turn),1,attack(d); sfxdamage(target|d);,Arctic Storm,NORMAL|FREE1,,BRIGHTCYAN,,,,none,0,NO,NO,,,,,,,var iceisalt = false; var dummyfighter = new elements.Fighter(~Wisp~); dummyfighter.addstatus(~ice~|1); trace(dummyfighter.status.length); if(dummyfighter.status.length > 0) { for(stat in dummyfighter.status) { if(stat.type == ~alternate_ice~) { iceisalt = true; } } } inflictself(ICE|2); var inflictwhat = iceisalt ? ~alternate_ice~ : ~ice~; if(inflictwhat == ~ice~) { var dicelist = []; for(mydice in self.dicepool) { if(mydice.available() && mydice.burn != true && mydice.alternateburn != true) { dicelist.push(mydice); } } if(dicelist.length > 0) { dicelist.sort(function(a|b) return -1 * (a.basevalue - b.basevalue)); dicelist[0].animate(~ice~); } if(dicelist.length > 1) { dicelist[1].animate(~ice~|0.2); } } if(inflictwhat == ~alternate_ice~) { for(mydice in self.dicepool) { if(mydice.available() && mydice.burn != true && mydice.alternateburn != true) { mydice.animate(~alternate_ice~); mydice.animate(~alternate_ice~|0.2); } } } if(self.status.length > 0) { for(stat in self.status) { if(stat.type == inflictwhat) { stat.value -= 2; } } },,,,,,
Fuel Bat_weakened,Do [sword]<d6> damage|(get [fire]2 burn each turn),1,attack(d); sfxdamage(target|d);,Heat Ray,NORMAL|FREE1,,RED,,,,none,0,NO,NO,,,,,,,var fireisalt = false; var dummyfighter = new elements.Fighter(~Wisp~); dummyfighter.addstatus(~fire~|1); trace(dummyfighter.status.length); if(dummyfighter.status.length > 0) { for(stat in dummyfighter.status) { if(stat.type == ~alternate_fire~) { fireisalt = true; } } } inflictself(FIRE|2); var inflictwhat = fireisalt ? ~alternate_fire~ : ~fire~; var dicelist = []; if(self.dicepool.length > 0) { for(mydice in self.dicepool) { if(mydice.available() && mydice.burn != true && mydice.alternateburn != true) { dicelist.push(mydice); } } if(dicelist.length > 0) { dicelist[0].animate(inflictwhat); } if(dicelist.length > 1) { dicelist[1].animate(inflictwhat|0.2); } } e.animate(~flashandshake~); if(self.status.length > 0) { for(stat in self.status) { if(stat.type == inflictwhat) { stat.value -= 2; } } },,,,,,
Circuit Breaker,Do [sword] for 1st dice[;]|inflict [shock] for 2nd dice,1,attack(actualdice[0].basevalue); inflict(SHOCK|actualdice[1].basevalue); sfx(~_shock~|~~|0.1); sfxdamage(target|actualdice[0].basevalue);,Discharge,NORMAL|MAX2,,YELLOW,change_power,change_power,,none,0,NO,NO,,1,,,,,,,,,,,
Circuit Breaker_upgraded,Do [sword]<d6> damage[;]|inflict [shock] for 2nd dice,1,attack(d); inflict(SHOCK|actualdice[1].basevalue); sfx(~_shock~|~~|0.1); sfxdamage(target|d);,Discharge,NORMAL|MAX2,,YELLOW,,,,none,0,NO,NO,,,,,,,,,,,,,
Circuit Breaker_downgraded,Do [sword] for 1st dice[;]|self-inflict [shock] for 2nd dice,1,attack(actualdice[0].basevalue); inflictself(SHOCK|actualdice[1].basevalue); self.applyequipmentcurses(); sfx(~_shock~|~~|0.1); sfxdamage(target|actualdice[0].basevalue);,Discharge,NORMAL|MAX2,,YELLOW,,,,none,0,NO,NO,,,,,,,,,,,,,
Echochamber,Inflict [weaken]2 weaken|(start of turn: [weaken]1 on self),1,inflict(WEAKEN|2); sfx(~_weaken~);,Scream,ODD,,ORANGE,simplify,change_power,,none,0,NO,NO,,,,,,,e.animate(~flashandshake~); var weakenisalt = false; var dummyfighter = new elements.Fighter(~Wisp~); dummyfighter.addstatus(~weaken~|1); trace(dummyfighter.status.length); if(dummyfighter.status.length > 0) { for(stat in dummyfighter.status) { if(stat.type == ~alternate_weaken~) { weakenisalt = true; } } } inflictself(WEAKEN); if(weakenisalt) { sfx(~_weaken~); for(mystat in self.status) { if(mystat.type == ~alternate_weaken~) { stat.remove_at_endturn = false; stat.remove_at_startturn = true; } } } else { self.applyequipmentcurses(); },,,,,,
Echochamber_downgraded,Inflict [weaken]1 weaken|(start of turn: [weaken]1 on self),1,inflict(WEAKEN); sfx(~_weaken~);,Scream,ODD,,ORANGE,,,,none,0,NO,NO,,,,,,,e.animate(~flashandshake~); var weakenisalt = false; var dummyfighter = new elements.Fighter(~Wisp~); dummyfighter.addstatus(~weaken~|1); trace(dummyfighter.status.length); if(dummyfighter.status.length > 0) { for(stat in dummyfighter.status) { if(stat.type == ~alternate_weaken~) { weakenisalt = true; } } } inflictself(WEAKEN); if(weakenisalt) { sfx(~_weaken~); for(mystat in self.status) { if(mystat.type == ~alternate_weaken~) { stat.remove_at_endturn = false; stat.remove_at_startturn = true; } } } else { self.applyequipmentcurses(); },,,,,,
Gag Rule,[silence]Silence enemy,1,inflict(~ncr_silence~); bonus(1000);,Confiscate,COUNTDOWN,15,BRIGHTCYAN,change_power,change_power,,_silence,0,NO,NO,,1,,,,,,,,,,,
Gag Rule_upgraded,[silence]Silence enemy,1,inflict(~ncr_silence~); bonus(1000);,Confiscate,COUNTDOWN,12,BRIGHTCYAN,,,,_silence,0,NO,NO,,,,,,,,,,,,,
Gag Rule_downgraded,[shock]Shock enemy,1,inflict(SHOCK);,Confiscate,COUNTDOWN,15,BRIGHTCYAN,,,,_shock,0,NO,NO,,,,,,,,,,,,,
Gag Rule_weakened,[shock]Shock enemy,1,inflict(SHOCK);,Confiscate,COUNTDOWN,12,BRIGHTCYAN,,,,_shock,0,NO,NO,,,,,,,,,,,,,
Plasma Rifle,Do [sword]5 damage[;] return|the first dice put in this,1,var myname = ~dicehistorytemp~ + self.getvar(~fixedeqlist~).indexOf(e); trace(~----~); trace(e.dicehistory.length); trace(e.dicehistory); trace(self.getvar(myname)); trace(self.getvar(myname).length); trace(~----~); if((e.dicehistory.length < 1) && self.getvar(myname).length >= e.dicehistory.length && self.getvar(myname).length != null) { trace(~thingdoing!~); e.dicehistory = self.getvar(myname).concat(e.dicehistory); } self.setvar(myname|e.dicehistory.copy()); attack(5); sfx(~_damage~|~~|0.1); sfx(~_plasma~); givedice(e.dicehistory[0].basevalue); if(self.getvar(~furying~) < 1) { trace(~resetting!~); e.dicehistory = []; self.resetvar(myname); } self.setvar(~furying~|self.getvar(~furying~) - 1);,Dice Bash,COUNTDOWN,10,RED,change_power,change_power,,none,0,NO,NO,cannotreuse,,,var myfixedeqlist = self.getvar(~fixedeqlist~); if(myfixedeqlist.length > 0) { var myname = ~dicehistorytemp~ + myfixedeqlist.indexOf(e); self.resetvar(myname); } self.resetvar(~fixedeqlist~); self.setvar(~fixedeqlist~|self.equipment.copy());,var myfixedeqlist = self.getvar(~fixedeqlist~); if(myfixedeqlist.length > 0) { var myname = ~dicehistorytemp~ + myfixedeqlist.indexOf(e); self.resetvar(myname); } self.resetvar(~fixedeqlist~); ,,,,,,,self.setvar(~furying~|getstatusself(FURY)); trace(~fury!: ~ + self.getvar(~furying~));,var myname = ~dicehistorytemp~ + self.getvar(~fixedeqlist~).indexOf(e); trace(e.dicehistory.length); trace(e.dicehistory); trace(self.getvar(myname)); trace(self.getvar(myname).length); if((e.dicehistory.length == 1) && self.getvar(myname).length >= e.dicehistory.length && self.getvar(myname).length != null) { trace(~thingdoing!~); e.dicehistory = self.getvar(myname).concat(e.dicehistory); } self.setvar(myname|e.dicehistory.copy());
Plasma Rifle_upgraded,Do [sword]5 damage[;] return|the first dice put in this,1,var myname = ~dicehistorytemp~ + self.getvar(~fixedeqlist~).indexOf(e); trace(~----~); trace(e.dicehistory.length); trace(e.dicehistory); trace(self.getvar(myname)); trace(self.getvar(myname).length); trace(~----~); if((e.dicehistory.length < 1) && self.getvar(myname).length >= e.dicehistory.length && self.getvar(myname).length != null) { trace(~thingdoing!~); e.dicehistory = self.getvar(myname).concat(e.dicehistory); } self.setvar(myname|e.dicehistory.copy()); attack(5); sfx(~_damage~|~~|0.1); sfx(~_plasma~); givedice(e.dicehistory[0].basevalue); if(self.getvar(~furying~) < 1) { trace(~resetting!~); e.dicehistory = []; self.resetvar(myname); } self.setvar(~furying~|self.getvar(~furying~) - 1);,Dice Bash,COUNTDOWN,7,RED,,,,none,0,NO,NO,cannotreuse,,,var myfixedeqlist = self.getvar(~fixedeqlist~); if(myfixedeqlist.length > 0) { var myname = ~dicehistorytemp~ + myfixedeqlist.indexOf(e); self.resetvar(myname); } self.resetvar(~fixedeqlist~); self.setvar(~fixedeqlist~|self.equipment.copy());,var myfixedeqlist = self.getvar(~fixedeqlist~); if(myfixedeqlist.length > 0) { var myname = ~dicehistorytemp~ + myfixedeqlist.indexOf(e); self.resetvar(myname); } self.resetvar(~fixedeqlist~); ,,,,,,,self.setvar(~furying~|getstatusself(FURY)); trace(~fury!: ~ + self.getvar(~furying~));,var myname = ~dicehistorytemp~ + self.getvar(~fixedeqlist~).indexOf(e); trace(e.dicehistory.length); trace(e.dicehistory); trace(self.getvar(myname)); trace(self.getvar(myname).length); if((e.dicehistory.length == 1) && self.getvar(myname).length >= e.dicehistory.length && self.getvar(myname).length != null) { trace(~thingdoing!~); e.dicehistory = self.getvar(myname).concat(e.dicehistory); } self.setvar(myname|e.dicehistory.copy());
Plasma Rifle_downgraded,Do [sword]3 damage[;] return|the first dice put in this,1,var myname = ~dicehistorytemp~ + self.getvar(~fixedeqlist~).indexOf(e); trace(~----~); trace(e.dicehistory.length); trace(e.dicehistory); trace(self.getvar(myname)); trace(self.getvar(myname).length); trace(~----~); if((e.dicehistory.length < 1) && self.getvar(myname).length >= e.dicehistory.length && self.getvar(myname).length != null) { trace(~thingdoing!~); e.dicehistory = self.getvar(myname).concat(e.dicehistory); } self.setvar(myname|e.dicehistory.copy()); attack(3); sfx(~_damage~|~~|0.1); sfx(~_plasma~); givedice(e.dicehistory[0].basevalue); if(self.getvar(~furying~) < 1) { trace(~resetting!~); e.dicehistory = []; self.resetvar(myname); } self.setvar(~furying~|self.getvar(~furying~) - 1);,Dice Bash,COUNTDOWN,10,RED,,,,none,0,NO,NO,cannotreuse,,,var myfixedeqlist = self.getvar(~fixedeqlist~); if(myfixedeqlist.length > 0) { var myname = ~dicehistorytemp~ + myfixedeqlist.indexOf(e); self.resetvar(myname); } self.resetvar(~fixedeqlist~); self.setvar(~fixedeqlist~|self.equipment.copy());,var myfixedeqlist = self.getvar(~fixedeqlist~); if(myfixedeqlist.length > 0) { var myname = ~dicehistorytemp~ + myfixedeqlist.indexOf(e); self.resetvar(myname); } self.resetvar(~fixedeqlist~); ,,,,,,,self.setvar(~furying~|getstatusself(FURY)); trace(~fury!: ~ + self.getvar(~furying~));,var myname = ~dicehistorytemp~ + self.getvar(~fixedeqlist~).indexOf(e); trace(e.dicehistory.length); trace(e.dicehistory); trace(self.getvar(myname)); trace(self.getvar(myname).length); if((e.dicehistory.length == 1) && self.getvar(myname).length >= e.dicehistory.length && self.getvar(myname).length != null) { trace(~thingdoing!~); e.dicehistory = self.getvar(myname).concat(e.dicehistory); } self.setvar(myname|e.dicehistory.copy());
Plasma Rifle_weakened,Do [sword]3 damage[;] return|the first dice put in this,1,var myname = ~dicehistorytemp~ + self.getvar(~fixedeqlist~).indexOf(e); trace(~----~); trace(e.dicehistory.length); trace(e.dicehistory); trace(self.getvar(myname)); trace(self.getvar(myname).length); trace(~----~); if((e.dicehistory.length < 1) && self.getvar(myname).length >= e.dicehistory.length && self.getvar(myname).length != null) { trace(~thingdoing!~); e.dicehistory = self.getvar(myname).concat(e.dicehistory); } self.setvar(myname|e.dicehistory.copy()); attack(3); sfx(~_damage~|~~|0.1); sfx(~_plasma~); givedice(e.dicehistory[0].basevalue); if(self.getvar(~furying~) < 1) { trace(~resetting!~); e.dicehistory = []; self.resetvar(myname); } self.setvar(~furying~|self.getvar(~furying~) - 1);,Dice Bash,COUNTDOWN,7,RED,,,,none,0,NO,NO,cannotreuse,,,var myfixedeqlist = self.getvar(~fixedeqlist~); if(myfixedeqlist.length > 0) { var myname = ~dicehistorytemp~ + myfixedeqlist.indexOf(e); self.resetvar(myname); } self.resetvar(~fixedeqlist~); self.setvar(~fixedeqlist~|self.equipment.copy());,var myfixedeqlist = self.getvar(~fixedeqlist~); if(myfixedeqlist.length > 0) { var myname = ~dicehistorytemp~ + myfixedeqlist.indexOf(e); self.resetvar(myname); } self.resetvar(~fixedeqlist~); ,,,,,,,self.setvar(~furying~|getstatusself(FURY)); trace(~fury!: ~ + self.getvar(~furying~));,var myname = ~dicehistorytemp~ + self.getvar(~fixedeqlist~).indexOf(e); trace(e.dicehistory.length); trace(e.dicehistory); trace(self.getvar(myname)); trace(self.getvar(myname).length); if((e.dicehistory.length == 1) && self.getvar(myname).length >= e.dicehistory.length && self.getvar(myname).length != null) { trace(~thingdoing!~); e.dicehistory = self.getvar(myname).concat(e.dicehistory); } self.setvar(myname|e.dicehistory.copy());
Keyblade@1,Do [sword]3 damage[;]|return the dice,1,attack(3); givedice(d); sfxdamage(target|3);,Magic Dice,NORMAL,,RED,change_power,change_power,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Lock 1~| true| false| e);,,,,,,,,
Keyblade@1_upgraded,Do [sword]4 damage[;]|return the dice,1,attack(4); givedice(d); sfxdamage(target|4);,Magic Dice,NORMAL,,RED,,,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Lock 1+~| true| false| e);,,,,,,,,
Keyblade@1_downgraded,Do [sword]1 damage,1,attack(1); sfxdamage(target|1);,Magic Dice,NORMAL,,RED,,,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Lock 1~| true| false| e);,,,,,,,,
Keyblade@2,Do [sword]3 damage[;]|return the dice,1,attack(3); givedice(d); sfxdamage(target|3);,Magic Dice,NORMAL,,RED,change_power,change_power,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Lock 2~| true| false| e);,,,,,,,,
Keyblade@2_upgraded,Do [sword]4 damage[;]|return the dice,1,attack(4); givedice(d); sfxdamage(target|4);,Magic Dice,NORMAL,,RED,,,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Lock 2+~| true| false| e);,,,,,,,,
Keyblade@2_downgraded,Do [sword]1 damage,1,attack(1); sfxdamage(target|1);,Magic Dice,NORMAL,,RED,,,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Lock 2~| true| false| e);,,,,,,,,
Keyblade@3,Do [sword]3 damage[;]|return the dice,1,attack(3); givedice(d); sfxdamage(target|3);,Magic Dice,NORMAL,,RED,change_power,change_power,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Lock 3~| true| false| e);,,,,,,,,
Keyblade@3_upgraded,Do [sword]4 damage[;]|return the dice,1,attack(4); givedice(d); sfxdamage(target|4);,Magic Dice,NORMAL,,RED,,,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Lock 3+~| true| false| e);,,,,,,,,
Keyblade@3_downgraded,Do [sword]1 damage,1,attack(1); sfxdamage(target|1);,Magic Dice,NORMAL,,RED,,,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Lock 3~| true| false| e);,,,,,,,,
Keyblade@4,Do [sword]3 damage[;]|return the dice,1,attack(3); givedice(d); sfxdamage(target|3);,Magic Dice,NORMAL,,RED,change_power,change_power,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Lock 4~| true| false| e);,,,,,,,,
Keyblade@4_upgraded,Do [sword]4 damage[;]|return the dice,1,attack(4); givedice(d); sfxdamage(target|4);,Magic Dice,NORMAL,,RED,,,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Lock 4+~| true| false| e);,,,,,,,,
Keyblade@4_downgraded,Do [sword]1 damage,1,attack(1); sfxdamage(target|1);,Magic Dice,NORMAL,,RED,,,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Lock 4~| true| false| e);,,,,,,,,
Keyblade@5,Do [sword]3 damage[;]|return the dice,1,attack(3); givedice(d); sfxdamage(target|3);,Magic Dice,NORMAL,,RED,change_power,change_power,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Lock 5~| true| false| e);,,,,,,,,
Keyblade@5_upgraded,Do [sword]4 damage[;]|return the dice,1,attack(4); givedice(d); sfxdamage(target|4);,Magic Dice,NORMAL,,RED,,,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Lock 5+~| true| false| e);,,,,,,,,
Keyblade@5_downgraded,Do [sword]1 damage,1,attack(1); sfxdamage(target|1);,Magic Dice,NORMAL,,RED,,,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Lock 5~| true| false| e);,,,,,,,,
Keyblade@6,Do [sword]3 damage[;]|return the dice,1,attack(3); givedice(d); sfxdamage(target|3);,Magic Dice,NORMAL,,RED,change_power,change_power,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Lock 6~| true| false| e);,,,,,,,,
Keyblade@6_upgraded,Do [sword]4 damage[;]|return the dice,1,attack(4); givedice(d); sfxdamage(target|4);,Magic Dice,NORMAL,,RED,,,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Lock 6+~| true| false| e);,,,,,,,,
Keyblade@6_downgraded,Do [sword]1 damage,1,attack(1); sfxdamage(target|1);,Magic Dice,NORMAL,,RED,,,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Lock 6~| true| false| e);,,,,,,,,
Earth Crystal@crystallize,Do [weaken]<d6> dmg|[weaken]Weakens enemy,2,attack(d| WEAKEN); inflict(WEAKEN); sfxdamage(target|d); sfx(~_weaken~|~~|0.2);,Plasma Gun,ODD,,ORANGE,simplify,complicate,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Crystallize~ + e.namemodifier| true| false| e);,,,,,,,,
Fire Crystal@crystallize,Deal [fire]<d6> damage|Burn [fire]1 dice,2,attack(d| FIRE); inflict(FIRE); sfxdamage(target|d); sfx(~_fire~|~~|0.2);,Ember,EVEN,,RED,simplify,complicate,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Crystallize~ + e.namemodifier| true| false| e);,,,,,,,,
Air Crystal@crystallize,Do [shock]<d6> damage[;]|[]+[shock]1 shock,2,attack(d| SHOCK); inflict(SHOCK); sfxdamage(target|d); sfx(~_shock~|~~|0.2);,Zap,EVEN,,YELLOW,simplify,complicate,,none,0,NO,NO,excludefromrandomlists|playeraltversion,,,,giveequipment(~Crystallize~ + e.namemodifier| true| false| e);,,,,,,,,
